
"WF01BEW - Location of usual residence and place of work (OA level)"
"ONS Crown Copyright Reserved [from Nomis on 8 December 2020]"
"Population :","All usual residents ages 16 and over in employment the week before the census"
"Units      :","Persons"
"Date       :","2011"

 ,"place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work"
"E01033350 : Bristol 032G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,1,2,2,0,1,2,0,3,5,0,0,0,0,1,8,2,9,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,6,0,9,52,46,29,29,14,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,5,3,2,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,23,36,4,4,1,0,0,0,4,1,0,0,0,0,0
"E01014677 : Bristol 033A",0,0,0,1,0,0,0,1,0,1,0,0,2,0,7,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,6,0,2,0,1,4,0,0,4,0,1,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,1,2,5,5,0,0,0,1,1,0,4,1,0,0,12,2,0,0,0,0,23,1,1,0,1,4,1,0,1,3,0,4,6,0,1,5,0,5,0,6,7,0,0,0,0,3,39,34,4,13,0,7,3,3,9,1,0,0,0,7,0,0,3,0,2,2,0,0,2,0,0,0,0,1,0,1,1,1,7,1,2,0,7,1,2,2,0,0,1,0,5,0,1,3,0,0,1,0,0,0,1,1,6,0,0,0,0,0,1,0,1,1,0,2,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,6,27,19,6,0,2,2,2,3,9,0,2,0,1,1,1
"E01014678 : Bristol 033B",0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,3,0,1,0,2,0,1,6,4,1,1,0,1,0,0,1,2,0,1,5,1,0,0,1,0,16,0,2,0,0,1,0,5,0,5,0,7,1,0,0,11,0,2,4,0,4,1,0,1,0,1,26,30,10,12,2,2,7,4,7,2,0,0,0,4,1,0,2,0,4,1,0,2,1,2,0,0,0,0,0,0,0,0,5,0,0,1,3,2,1,2,0,0,0,1,2,0,0,2,0,3,0,0,0,0,5,0,2,0,0,0,0,0,1,0,2,0,0,1,0,3,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,26,5,0,4,3,0,2,14,0,5,0,0,1,1
"E01014679 : Bristol 033C",0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,4,1,3,0,3,2,0,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,1,2,0,1,0,1,0,2,2,7,2,2,0,0,0,0,0,1,0,0,3,1,0,0,0,0,12,3,1,1,0,3,0,2,3,6,0,3,0,1,0,6,0,1,3,5,1,2,0,0,0,4,20,18,8,19,2,0,3,4,6,0,0,0,0,5,1,0,0,0,3,1,0,1,0,1,0,1,0,0,0,0,1,0,6,0,2,0,3,4,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,3,2,4,2,1,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,11,17,24,11,0,1,6,0,1,10,1,2,0,0,3,0
"E01014680 : Bristol 033D",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,3,0,0,1,1,0,5,0,0,0,0,1,1,0,2,1,0,0,0,2,3,0,0,0,0,1,4,0,0,1,0,1,1,1,0,1,4,0,0,4,5,3,2,0,0,1,0,0,0,2,0,0,5,0,0,2,0,1,18,0,2,1,0,0,1,1,1,5,1,5,3,1,0,4,1,2,0,6,0,0,0,1,0,2,18,17,4,11,2,1,2,2,10,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,4,1,1,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,6,12,19,6,1,1,8,0,1,7,1,5,0,1,2,0
"E01014548 : Bristol 034A",0,0,0,1,1,0,0,1,0,1,0,0,3,0,5,4,0,0,8,0,0,0,1,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,6,1,0,1,1,1,2,9,1,0,1,0,0,18,0,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,10,13,3,21,55,79,22,36,9,1,0,0,0,16,0,2,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,17,1,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,5,0,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,6,27,47,12,2,1,0,3,0,2,1,0,0,0,0,0
"E01014549 : Bristol 034B",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,2,1,0,0,0,0,0,8,0,0,1,0,2,8,0,2,6,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,0,13,45,53,24,18,3,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,5,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,23,4,2,0,1,0,2,0,0,2,0,0,0,1
"E01014550 : Bristol 034C",0,0,0,0,1,2,0,1,1,1,0,0,1,0,2,0,1,0,6,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,2,3,3,0,0,3,2,1,0,16,0,0,0,0,1,36,2,10,5,10,7,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,7,18,2,35,85,85,25,44,10,0,0,0,0,4,0,9,0,1,0,0,0,0,3,6,1,1,3,3,0,0,0,0,0,0,0,0,3,0,1,0,10,6,0,2,0,0,0,0,3,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,29,57,20,4,0,2,0,2,2,0,0,1,0,0,1
"E01014555 : Bristol 034D",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,3,5,4,0,2,1,0,0,5,7,1,0,2,1,0,18,1,7,5,4,14,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,4,13,9,2,29,42,83,30,22,6,0,0,0,0,2,0,0,12,0,0,0,2,0,0,3,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,6,21,34,16,0,1,1,0,0,0,1,1,0,0,1,0
"E01014528 : Bristol 035A",1,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13,4,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,4,2,1,0,0,2,0,1,5,0,0,0,0,0,0,0,1,3,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,1,1,0,2,0,2,0,0,4,14,0,0,0,0,0,15,0,3,0,0,9,1,2,0,0,0,0,1,0,0,2,1,1,4,4,2,2,0,3,0,4,44,44,8,24,5,1,0,0,4,2,0,0,0,18,4,1,5,1,18,1,0,0,3,1,0,1,1,1,0,1,0,2,10,0,0,0,10,2,1,0,0,0,0,2,3,0,0,2,1,0,2,1,0,1,8,9,9,3,0,0,0,0,2,1,4,0,0,5,0,3,0,2,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,30,41,13,0,1,3,0,2,31,3,3,0,0,1,0
"E01014529 : Bristol 035B",0,0,0,1,0,1,0,0,0,1,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,1,0,1,1,0,2,2,0,0,5,1,0,0,0,2,24,2,0,0,0,3,0,0,1,0,1,2,0,0,0,1,2,0,6,3,5,5,1,3,0,3,17,23,7,10,3,0,0,0,0,0,1,0,0,20,16,0,10,0,12,0,0,0,1,1,0,1,0,0,0,3,7,1,18,2,0,0,8,0,1,1,0,0,1,0,5,0,0,2,1,0,1,0,1,0,2,4,7,1,0,0,0,0,6,0,5,0,0,2,0,2,0,1,0,0,0,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,26,28,7,0,3,7,0,2,20,0,3,0,2,0,1
"E01014530 : Bristol 035C",0,0,0,0,0,1,1,0,0,0,0,0,1,0,8,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,3,1,1,1,8,1,0,0,1,1,22,1,3,0,2,1,0,0,0,1,0,2,1,0,0,1,1,0,2,1,2,1,1,3,0,6,42,26,15,22,8,0,0,0,1,0,0,0,0,21,3,5,11,1,9,3,1,0,3,1,0,1,0,0,0,1,1,2,20,0,4,0,9,0,1,1,0,0,1,0,2,0,0,2,0,3,4,0,0,3,4,1,7,0,0,0,0,0,1,2,1,3,0,2,0,4,0,1,0,1,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,10,40,57,7,1,9,6,0,0,14,0,7,0,1,1,0
"E01014531 : Bristol 035D",0,0,0,0,3,0,0,0,0,0,1,0,1,1,6,0,0,0,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,5,2,1,1,1,1,1,1,2,0,0,0,0,0,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,1,1,2,1,0,0,0,2,1,0,14,1,0,0,0,0,29,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,7,0,7,1,2,0,15,51,47,13,29,2,0,0,0,0,0,0,0,2,5,0,0,28,2,15,2,2,1,1,4,0,0,1,2,0,5,1,6,15,1,0,0,14,3,1,1,0,1,2,0,3,0,0,5,1,4,3,0,0,1,9,3,13,0,0,0,0,0,3,1,0,3,0,1,0,7,0,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,13,31,45,13,3,1,4,1,5,17,2,5,1,1,4,0
"E01014532 : Bristol 035E",0,0,0,1,1,0,0,0,0,3,0,0,1,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,3,0,0,0,1,0,3,1,1,0,2,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,1,1,0,0,10,1,0,0,1,0,21,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,2,1,5,2,1,0,4,1,2,56,32,10,24,5,0,1,1,1,0,0,0,2,10,2,0,21,9,22,2,0,0,1,5,0,1,0,3,0,1,4,0,25,2,1,1,8,3,1,1,0,0,1,1,2,0,0,6,0,1,1,1,0,7,14,6,7,1,0,1,0,0,1,0,2,1,0,1,0,2,0,0,2,0,1,1,4,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,8,22,24,4,0,1,5,0,1,19,2,1,1,2,1,0
"E01014537 : Bristol 035F",1,0,0,1,0,1,1,0,0,2,0,0,0,1,5,1,0,0,6,0,0,0,4,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,11,0,2,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,1,3,0,0,1,1,0,0,2,0,0,1,10,0,1,1,0,1,19,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,2,4,1,4,6,2,0,0,1,1,36,37,13,18,0,0,0,0,0,0,1,0,0,18,1,0,21,6,22,0,0,0,1,3,0,0,0,0,0,2,5,4,22,3,1,2,14,4,2,1,0,0,1,0,0,0,0,5,1,3,2,0,0,3,7,11,16,0,0,0,0,0,3,1,1,1,0,1,0,4,0,2,2,0,0,2,5,1,7,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,9,28,38,8,1,3,7,0,3,24,0,3,1,0,0,0
"E01014695 : Bristol 036A",0,0,1,1,0,0,1,0,0,1,0,0,1,0,3,1,0,0,4,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,2,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,4,5,0,0,1,2,1,0,9,0,0,0,0,1,18,2,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,9,1,6,52,41,17,18,6,0,0,0,0,0,1,2,0,1,0,0,4,1,2,34,0,5,13,11,0,0,0,0,0,0,0,0,6,0,0,2,11,7,5,4,0,0,0,0,11,3,0,9,0,1,0,0,0,0,5,0,3,0,0,1,0,0,0,3,2,0,1,4,0,8,0,1,1,1,0,0,3,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,4,20,18,14,1,1,2,0,2,8,0,4,1,0,0,0
"E01014696 : Bristol 036B",0,0,0,0,1,2,0,1,0,2,0,0,0,0,1,3,0,0,5,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,4,2,0,0,0,0,1,0,1,0,0,2,0,1,0,1,2,1,0,0,0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,3,0,0,1,3,3,1,1,2,1,1,1,16,1,0,0,0,0,30,0,4,3,4,8,2,0,0,0,0,0,1,0,1,0,0,0,3,1,0,3,1,9,1,19,82,56,21,34,15,0,1,0,0,2,0,2,0,2,0,0,11,0,3,20,11,10,6,7,2,0,0,0,1,0,0,0,3,0,0,1,6,6,4,7,0,0,1,0,4,1,2,7,2,0,2,0,0,0,5,2,5,2,1,0,0,0,0,0,2,0,0,2,2,4,0,1,0,1,0,2,4,8,3,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,2,34,48,7,2,1,1,0,3,2,0,1,0,0,0,0
"E01014698 : Bristol 036C",0,0,1,1,1,0,0,1,0,1,0,0,0,1,5,2,0,1,10,0,1,0,0,0,0,0,2,4,1,0,0,1,0,0,0,1,0,0,3,3,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,6,3,2,0,1,3,3,1,17,0,0,1,0,1,24,0,3,2,3,6,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,5,2,5,2,23,98,70,24,52,24,0,0,0,0,5,0,1,0,3,0,0,5,0,2,16,2,8,11,9,3,1,0,4,0,0,0,0,4,0,3,0,22,11,8,6,0,0,0,1,4,0,0,4,2,1,0,0,0,0,3,0,0,0,0,0,0,0,2,3,3,3,0,0,0,8,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,2,1,0,5,3,25,46,13,2,4,3,0,0,2,0,4,2,1,0,0
"E01014699 : Bristol 036D",4,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,1,0,2,0,2,0,0,1,0,0,0,0,1,1,0,0,1,2,1,3,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,2,3,0,0,1,2,0,1,16,0,0,0,1,2,23,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,3,5,0,17,59,62,24,38,9,0,1,0,0,1,0,1,0,4,0,0,4,0,0,14,2,2,4,8,0,0,0,0,0,0,0,0,4,1,3,1,14,3,3,4,0,1,1,0,6,0,0,7,2,1,2,0,0,0,1,2,1,0,0,0,0,0,1,1,0,2,0,0,0,3,1,1,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,2,30,22,3,1,0,2,0,0,4,0,0,0,0,0,1
"E01014700 : Bristol 036E",0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,2,1,2,1,0,0,1,0,0,1,2,1,0,2,1,1,0,0,0,1,1,0,5,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,2,0,1,0,2,1,0,0,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,2,0,0,2,1,0,2,11,0,0,0,0,0,19,0,1,0,4,7,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,6,3,5,0,9,48,41,13,26,10,0,0,0,0,1,0,0,0,0,0,0,2,0,1,40,7,3,7,18,1,0,0,0,0,0,0,0,5,0,3,0,13,6,5,3,0,1,0,1,15,4,1,17,2,1,1,1,0,0,3,1,3,1,0,0,0,0,8,2,0,0,0,4,2,8,0,2,1,0,0,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,10,5,15,35,0,1,1,2,1,1,1,0,1,0,0,0,0
"E01014701 : Bristol 036F",0,0,0,0,2,1,0,2,0,0,0,0,0,0,3,0,0,1,7,1,0,0,0,2,0,1,5,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,3,0,1,1,2,3,0,0,1,0,1,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,3,0,1,2,1,2,1,1,0,1,1,15,0,0,0,0,0,19,1,3,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,0,17,104,71,23,51,20,0,0,0,0,0,1,1,3,4,0,0,4,0,2,17,6,9,5,9,4,1,1,0,3,1,0,0,5,0,0,0,17,5,6,4,0,1,0,0,12,0,1,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,7,0,3,0,0,0,1,4,3,0,0,4,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,21,55,15,3,1,2,2,4,3,3,0,1,0,1,0
"E01014730 : Bristol 037A",0,0,0,0,0,0,1,0,0,0,2,0,1,0,8,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,4,0,0,0,0,0,1,3,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,1,0,1,1,3,0,0,3,2,1,0,13,0,0,0,0,3,25,3,5,1,1,4,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,4,2,10,80,56,30,35,7,0,0,0,0,0,0,0,0,4,0,0,8,0,2,1,4,2,1,2,0,10,2,5,2,0,0,0,5,0,0,0,24,5,3,0,0,1,0,1,3,0,0,5,3,11,1,1,0,0,3,4,4,1,0,0,0,1,2,0,0,0,0,1,0,2,0,2,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,10,44,66,8,6,0,1,0,1,6,1,0,0,0,1,1
"E01014731 : Bristol 037B",0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,1,1,6,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,0,0,2,3,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,6,0,0,0,3,0,0,0,0,0,0,0,0,4,1,2,1,1,0,0,2,0,1,2,4,1,0,1,3,0,1,1,9,0,1,0,0,0,18,2,1,3,3,2,1,0,0,1,0,1,0,0,1,0,1,0,1,3,0,4,0,2,2,15,64,45,15,37,5,0,0,0,0,0,3,1,0,0,0,0,6,0,1,5,1,1,2,2,0,3,4,8,1,0,0,0,7,0,1,0,22,4,2,1,0,2,1,1,3,1,1,1,0,2,0,0,0,0,1,4,0,0,1,0,0,0,2,0,2,1,0,1,0,3,0,1,1,0,0,0,1,2,1,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,5,11,43,50,16,5,5,2,1,2,4,0,0,0,0,0,2
